Date,Total,eft-where-am-i-2.4.2-full.nupkg,eft-where-am-i-2.4.2-win-sc-full.nupkg,eft-where-am-i-win-Portable.zip,eft-where-am-i-win-sc-Portable.zip,eft-where-am-i-win-sc-Setup.exe,eft-where-am-i-win-Setup.exe,RELEASES,releases.win-sc.json,releases.win.json
2026-09-10,3642,84,577,16,47,5,9,1,2542,361
2026-09-09,2717,84,577,16,47,5,9,1,1725,253
2026-09-08,1678,63,479,5,26,2,3,1,990,109
2026-09-07,363,18,117,3,6,1,2,1,188,27
